,title,time_stamp,article
0,《老友记》“莫妮卡”将出演重启版《惊声尖叫》,2020年08月01日 15:28,"  新京报讯(记者周慧晓婉)8月1日,据外媒报道, 柯特妮·考克斯(《老友记》中饰演莫妮卡)将在重启版 《惊声尖叫》中回归饰演新闻主持人这一角色。对此,派拉蒙影业发表声明称,影片将于今年晚些时候在美国北卡罗来纳州开拍。<sep>  曾执导过《准备好了没》的两位导演马特·贝蒂内利-奥尔平与泰勒·吉勒特将执导这部新片,当年因拍摄4部《惊声尖叫》与柯特妮结婚、后来离婚的男主角大卫·阿奎特此前也宣布自己会在重启版中回归出演警长的角色,至于影片的剧情现在还未公布。<sep>  1996年推出的原版《惊声尖叫》中,内芙·坎贝尔饰演女主角,她是戴着鬼脸面具杀手的目标。这个鬼脸灵感来源于蒙克的画作《呐喊》,后来成为了万圣节大家最喜爱的装扮之一,截至目前,这个系列电影在全世界共获得了6亿美元的票房。"
0,动画片《妙先生》制片人:它不会让人人都喜欢,2020年07月31日 18:38,"  7月31日上映的国产动画片《妙先生》改编自不思凡的同名短片,讲述寻迹者师徒梁衍、丁果二人为追踪彼岸花的行迹展开的一段现实又惊险的旅途。彼岸花由妙先生(电影中只有声音出镜的大boss)创造,依附于世间最善良的人体内,同时还会让周遭的人变得贪婪堕落。只有从宿主体内取出彼岸花,人们心中的贪婪与恶念才会消散,恶劣的生态环境才能恢复正常,而宿主,却必须得死。影片中人物众多,风格强烈,“《大护法》姐妹片”、“成年人动画电影”、“建议13岁以上人群观看”等标签也让这部动画电影有别于以往的低幼儿童向动画片。<sep>  新京报对话新人导演李凌霄和出片方彩条屋影业总制片易巧,倾听新生代创作者的制作经历和未来国漫的新变化。<sep>  <sep>  <sep>  导演李凌霄将更多的时间用在了奇异世界的构架和更加浪漫诗意的情节营造上,延续原有短片的动画辨识度,同时增加打斗戏的比重,让《妙先生》更像是一部动画片中的武侠片。<sep>  2017年一部“国产动画片中的暗黑动作片”《大护法》走入观众视野,随后刘健导演的《大世界》用黑色荒诞风格刻画社会众生。国产动画不再是儿童专属,国漫宇宙也逐渐有了雏形。<sep>  其实早在2011年,彩条屋CEO易巧就已经关注到了不思凡导演的动画短片作品《妙先生》,当时就有了做成动画电影长片的想法,于是一边在做动画片《大护法》一边启动了《妙先生》的改编。不思凡的作品有着强烈的个人风格,非常固定的审美和世界观表达体系,而改编无疑是一大难题,因此易巧邀请了曾为霹雳布袋戏做编剧的三弦改编剧本。2014年年底,易巧见到了刚从中国传媒大学动画专业毕业不久的李凌霄,专业出身的李凌霄在自己以往的作品中表现出了天马行空的想像力和扎实的专业技能,而且由于父亲是警察,李凌霄个性正直,还曾经因为见义勇为受过伤。易巧觉得李凌霄的气质与《妙先生》中的主人公少年气质和侠义气质非常契合,虽然对世界有无限的质疑,但心中还是保有温存,这样的作品可能更容易被普通观众所接受。<sep>  回忆最初看到不思凡短片,李凌霄说道,那时候《大鱼海棠》和《大圣归来》等作品都还没有出现在大银幕,《妙先生》不管是审美、概念、演出等,都让他觉得,这就是属于中国动画创作者的作品。成为《妙先生》的导演,对李凌霄来说,是向它发起挑战。在有限的精力下,李凌霄将更多的时间用在了奇异世界的构架和更加浪漫诗意的情节营造上,延续原有短片的动画辨识度,同时增加打斗戏的比重,让《妙先生》更像是一部动画片中的武侠片。<sep>  李凌霄形容做动画就像拼魔方一样,拼好了一面,可能另一面的问题就来了。结尾彼岸花的段落,李凌霄分镜画了五六个月,制作又花了六七个月的时间,这是最让他痛苦的一段。一般动画导演只做分镜,但在《妙先生》中李凌霄还做动态分镜、原画、动作设计和调度等,五年的时间几乎每一天都在工作,同制片、编剧、美术各个部门沟通,不断调整细节,为了跟一个画师沟通专程买票去找画师,在咖啡馆一点点地教对方画。<sep>  <sep>  <sep>  电影中有很多桥段,比如杀死一个善良人取出彼岸花却能救得一群浑浑噩噩的人,这里涉及了生与死、自私与善良等众多复杂伦理问题,怎样让观众快速进入到这个世界观中,成为了摆在导演面前的难题。<sep>  《妙先生》的核心主题是伦理学领域最为知名的思想实验“电车难题”,即一个疯子把五个无辜的人绑在电车轨道上,一辆电车即将朝他们驶来碾死到他们,这时候你可以拉一个拉杆让电车开到另一条轨道上,但疯子在另一个电车轨道上也绑了一个人,那么你是否会拉拉杆?电影中有很多桥段,比如杀死一个善良人取出彼岸花却能救得一群浑浑噩噩的人,这里涉及了生与死、自私与善良等众多复杂伦理问题,怎样让观众快速进入到这个世界观中,成为了摆在导演面前的难题。<sep>  李凌霄解释道:“首先是通过具体的事件、强烈的冲突和极端的情境把观众拉进来,让观众迅速融入到各个关系中。其次我们也加入了一些小动物作为调剂帮助大家进入。我们对故事中每个人的选择都不会去给答案,而更多是提出问题,看到他们的选择。”<sep>  片中有很多奇幻小动物出现,来自于不思凡导演的最初短片设计思路,李凌霄做了更多的细节丰富。在他看来,这些小动物是呼应主题的一部分,指向的是万物有灵的世界观表达,而并非“卖萌给观众”,比如片中有一段丁果一行人遇到了很多动物,呼应的就是食物链和影片中的因果循环。另一个在不思凡以前作品中就出现过的动物是鸭子,用杂食比喻贪婪和欲望,同时也嘲讽了鸭子很肥美的时候,可能就变成了烤鸭。<sep>  <sep>  <sep>  这次的作品想要突出的是作者性。首先它绝对不是一个所有人都会去看的电影,第二它不是所有人都会喜欢的电影。——制片人易巧<sep>  尽管《妙先生》的作者电影风格强烈,但李凌霄并没有刻意去寻找风格化的视觉奇观,而是一切以“从人物出发”为准。不管是片中的打斗场面还是人物台词,都是为了剧情考虑。比如最后一场的战斗场景,是为了给主角创造难度,令丁果做出自己最后的选择。<sep>  在观影之后,不少观众认为片中台词过多削弱了视听叙事,节奏有时过快,主题显得突兀费解等。对此易巧给出了回复:“这次的作品想要突出的是作者性。首先它绝对不是一个所有人都会去看的电影,第二它不是所有人都会喜欢的电影,如果所有人都喜欢,它也就失去了存在的意义和思辨性。庞杂的世界观没办法让所有观众都看得清清楚楚,像《哪吒》那样比较商业化的电影,会让观众尽量不带着困惑走出电影院。《妙先生》这样的作者电影,我最希望的是大家看完之后聊一聊,想一想在表达什么,有什么意义,哪怕是不对的地方,也是它存在的意义。”<sep>  <sep>  <sep>  <sep>为什么会在《哪吒》之后选择做风格完全不同的作者动画?片中像殷姑娘和丁果等人物的故事都没有详尽交代,之后会做续集吗?<sep>  <sep>《哪吒》让更多人走进电影院看到中国动画,甚至有很多人是第一次看中国动画。但进影院都要看《哪吒》吗?我觉得不会的,我们也不会每一次都要做《哪吒》。我更希望大家接下来认识到中国动画电影的多样性,好的三维、好的二维、好的文艺片。只要我们能回本,就一定会坚持做下去。《大护法》当时有8000多万的票房,很多人就会我们是不是亏了,这是不是不好的生意。在我们看来这就不是生意,它存在的意义比票房大得多。对我来说《大护法》和《哪吒》同样重要,它们构成了动画电影不一样的底色。<sep>  <sep>彩条屋出品的国漫好像都是以古风为主,现代题材非常少,为什么选择制作这么多古风题材呢?未来会不会增加现代题材作品?<sep>  <sep>2014年的时候我们都没有做过电影。对于观众来说,很多人也没有看过国产动画片,我们需要尝试,也希望给到观众进入电影院的理由,所以可能做神话和古装题材是一个比较好的选择,你不需要向观众解释你在做什么,就像漫威和DC在美国一样。《哪吒》和《姜子牙》都是更加保险的选择。未来我们会开发更多当代题材。神话依然是中流砥柱,但是审美不能趋同,应该去开发第二战场。比如明年我们会推出《大圣归来》导演的第二部作品《深海》,是现代题材。<sep>  <sep>片头为何提示不适合13岁以下小朋友观看?<sep>  <sep>当时《大护法》我们也打出了这样的口号,这样的作品确实不适合小朋友看。《妙先生》没有《大护法》那么暴力,但它所讲的主题确实小朋友也不太能理解。这是我们的善意提醒,未来我们的作品也会在这一块更加完善。<sep>  新京报记者 李妍<sep>(责编:小万)"
0,华谊兄弟获招行不超15亿授信 用于影视开发制作,2020年07月31日 18:29,"  新京报贝壳财经讯(记者 张妍頔)7月31日,华谊兄弟与招商银行达成战略合作,招商银行拟向华谊兄弟的影视片单计划提供不超过15亿元的综合授信额度,用于影视项目的开发制作等各环节。据悉,这是国内第一份基于影视片单的综合授信,为中国影视和商业银行的产融结合开创了一套全新模式。<sep>  华谊兄弟联合创始人、CEO王中磊介绍了合作片单的部分信息:此次的合作片单中共有30余部影视作品,时间规划覆盖到2023年。其中电视剧项目的题材涵盖主旋律、都市生活、古装历史、体育等多种类型,以精品化、年轻化为主要策略。电影项目题材涵盖红色经典、战争、动作、爱情、喜剧等几乎所有类型,其中还包括5部国际合作项目,和3个系列化IP的4部电影续作。后续该片单将随着各项目制作完成情况的更新,定期进行滚动式的项目补充。<sep>  招商银行与华谊兄弟的“交往”由来已久,2006年,双方就曾因电影《集结号》展开创新合作,经过严格评估,招商银行开创性的为影片提供了中国电影行业中的首笔无担保贷款作为拍摄资金,而后华谊兄弟也不负所望,2007年《集结号》上映一举斩获2.5亿票房,勇夺当年国产电影票房冠军。<sep>  从14年前的单片无担保贷款,到如今的15亿元片单综合授信额度,王中磊表示双方合作的不断加深,一方面是基于多年来合作一直稳定愉快,更重要的是基于招商银行对华谊兄弟在内容制作领域能力的信任与认可。<sep>  上半年院线停摆,7月20日院线陆续开放,目前仍未有新片上映,王中磊表示,目前已完成制作的管虎导演的战争巨制《八佰》将择期上映。<sep>  同时,华谊兄弟将持续在电影领域发力,根据现象级手游改编的电影《侍神令》(原名《阴阳师》)、陆川导演的新片《749局》、李玉导演的《阳光不是劫匪》、周星驰的《美人鱼2》、常远导演的《温暖的抱抱》、贾樟柯导演的《一直游到海水变蓝》、曹保平导演的《涉过愤怒的海》以及韩国首部硬科幻电影《胜利号》等都已杀青进入后期制作阶段;潘安子导演的《日光危城》进入筹备开机阶段;公司深度参与投资制作、由好莱坞著名导演罗兰•艾默里奇执导的好莱坞科幻灾难大片《月球陨落》计划将于2020年秋季开拍;田羽生导演的《一条龙》、陈正道导演的《未来的未来》等其他多部影片正在筹备中。<sep>  王中磊同时表示,后续除了稳步推进已完成项目陆续上映外,华谊兄弟还会在招商银行的支持下,基于此次战略合作,进一步开放资源和资金,吸纳或参与更多外部项目,希望能为广大行业伙伴和创作者提供一些必要的支持,帮助大家把更多的优秀作品开发下去,同时也为行业未来发展寻找和培育更多的优秀创作者。华谊兄弟愿身体力行,和行业同仁一道共渡难关。<sep>  此次华谊兄弟获得银行授信无疑是增强了现金流,此前,华谊兄弟在2019年年报发布的同时抛出定增公告,非公开发行A股股票预案称,华谊兄弟拟以2.78元/股非公开发行合计不超过8.24亿股,募集资金总额不超过22.9亿元,发行对象为阿里影业、腾讯计算机、象山大成天下、豫园股份、名赫集团、信泰人寿、三立经控、山东经达等公司,全部发行对象均以现金方式认购本次发行的股份。定增后华谊兄弟的实际控制人不会发生改变。<sep>  新京报贝壳财经记者 张妍頔 <sep>(责编:小万)"
0,郑云龙开通工作室官方微博 或将回应“吃空饷”,2020年07月31日 17:30,"  新浪娱乐讯 近日,仝卓工作室一再发文“撕”郑云龙。7月31日,郑云龙开通工作室官方微博账号“郑云龙工作坊”,或将回应“吃空饷”等争议。<sep>  <sep>7月30日,中国对外文化集团发布声明,回应郑云龙被质疑“吃空饷”一事,称郑云龙在2013年7月-2014年7月在职期间,存在在外从事个人经营演出活动情况。随后,仝卓工作室发文回应,表示“起码定性了郑云龙是个撒谎精”。<sep>(责编:小万)"
0,日本票房:《我是大哥大!!》连续两周夺冠,2020年07月29日 17:30,"   日本周末票房排行榜2020年7月25日—7月26日<sep>  7月25日至26日日本国内周末票房榜中,根据西森博之以八十年代为舞台的人气不良漫画改编的<sep>连续两周夺冠,周末两天时间动员观众38.9万人次,票房收入4.96亿日元,累计动员观众161万人次,票房收益突破20亿日元。<sep>  第二名是长泽雅美主演的新片<sep>,周末两天时间动员观众28.6万人次,票房收入4.5亿日元,7月23日上映四天时间累计动员观众64.8万人次,票房收入9.12亿日元,比前一部剧场版成绩更好。影片是打造<sep>、<sep>系列的人气编剧古沢良太原创,由长泽雅美、东出昌大和小日向文世饰演诈欺师的人气日剧的第二部剧场版,故事围绕马来西亚的10兆亿日元资产展开,除了出演日剧版的广末凉子、江口洋介,还邀请了前一部剧场版的竹内结子,以及不久前突然去世的三浦春马等参演,另外还有出演<sep>关水渚,以及<sep>的白滨亚岚等新人加入,阵容豪华,而且由于疫情原定于5月1日上映,推迟了这么久终于与影迷见面。<sep>  第三名到第五名是吉卜力事务所再上映作品<sep>、<sep>和<sep>,到目前为止,《千与千寻》累计动员观众65.3万人次,票房收入7.2亿日元,《幽灵公主》动员观众63.3万人次,票房收入超过7亿日元,《风之谷》动员观众53.8万人次,票房收入6亿日元,加上已经离开榜单的<sep>四部作品共计动员观众192万人次,票房收益突破21亿日元,作为再上映作品如此受欢迎并不多见。<sep>  根据2017年开播的少女向特摄剧<sep>系列第三部改编的电影《剧场版 秘密×战士 幻影甜心! ~拍成电影了~》首映排名第六,四位主要角色由菱田未渚美、山口绮罗、原田都爱和石井兰饰演,其他参演日剧版的演员斋藤工和藤田妮可等也都出演了该片,导演仍由该系列总导演三池崇史担任。<sep>  榜单还有一部新片<sep>排名第九,讲述四名潜入海底古城遗迹冒险的少女意外遭遇大白鲨拼死逃生的故事。出演该片的有索菲·奈利斯(Sophie Nélisse),奥斯卡影帝杰米·福克斯(Jamie Foxx)的女儿科琳·福克斯(Corinne Foxx),以及布里安·朱(Brianne Tju)等,导演和前作一样由约翰内斯·罗伯茨(Johannes Roberts)担任。<sep>  本周将上映的影片有今年四月去世的大林宣彦导演的新片<sep>,斋藤工与NON等出演、全片远程拍摄的岩井俊二导演新片《8天就死去的怪兽的12日谈-剧场版-》,松本穗香主演的《你是世界的开始》,以及《加油啊!!小露宝》、《死灵魂》、《最普通的恋爱》和加藤清史郎主演的《#Hand全力》等。(小乔)<sep>(责编:maiko)"
0,《盗梦空间》上映十周年将重映,2020年07月30日 07:03,"  新浪娱乐讯 据外媒,为了庆祝《盗梦空间》上映十周年,本片于8月21日开始在全球各地重映,也为华纳兄弟接下来的几部力作预热,所以会跟随影片放出新片内容,包括《信条》的4-5分钟片段、《神奇女侠》和电影《沙丘》的全新预告片,另外,还有诺兰的特别介绍。<sep>(责编:大米)"
0,多伦多电影节首批片单出炉 从300多部缩减为50部,2020年07月31日 08:29,"  新浪娱乐讯 据外媒,第45届多伦多电影节首批片单出炉!弗朗西斯·李《菊石》、哈莉·贝瑞《伤痕累累》、赵婷《无依之地》、王晶《不止不休》、弗朗索瓦·欧容《85年盛夏》、雷吉娜·金《迈阿密的一夜》、托马斯·温特伯格《酒精计划》、维果·莫腾森《陨落》、科尔内利·蒙德鲁措《女人的碎片》、河濑直美《晨曦将至》等影片入选。本届电影节将于9月10日-19日举行。<sep>(责编:漠er凡)"
0,放映超2小时电影需安排场间休息 影院方:严格遵守,2020年07月31日 12:25,"  新浪娱乐讯 网曝有院线接到上级通知,要求影院在放映时长超120分钟的电影时,需在播放时长达到120分钟后安排必要的场间休息。我们向多家院线人士求证此事,对方表示确实已收到通知,并表示将严格遵守。但至于场间休息时长多少,影院方面是否需要在该时间内完成消杀等细节,尚未得到明确说法。<sep>  在7月16日国家电影局发布的“影院复工”通知中也曾提到:有序复工的影院需按照疫情防控指南抓紧防控,如:每场上座率不得超过30%,减少放映场次,每场不超过两个小时等。而此次通知则强调,各影院在放映超120分钟的电影时,需要安排必要的场间休息。<sep>  而按照“超120分钟电影需安排场间休息”的规定,如果你准备在8月走进影院体验《星际穿越》(169分钟)、《哈利波特与魔法石》(152分钟)、《极速车王》(152分钟)等120分钟+的影片,都会体验一次难得的“场间休息”。(新娱/文)<sep>(责编:Koyo)"
0,《新变种人》导演证实电影将在院线上映,2020年07月29日 15:15,"  新浪娱乐讯 据台湾媒体报道,《X战警》外传电影《新变种人》(The New Mutants)命运多舛,拖了2年、延期5次,很多影迷一直怀疑会跳过院线,直接改在网络平台推出。其实导演约什·布恩(Josh Boone)从来没有担心过,因为该片保证会上院线,根本不可能直接在线上推出。<sep>  导演约什·布恩向外媒《Collider》表示,《新变种人》一定会先在院线上映,因为根据合约内容显示,电影公司有义务让该片在电影院播放,之后才能在其他平台发行,“我们也同样希望观众在电影院看到作品,很显然,它必须在安全的时候在正确的时间在电影院上映。” <sep>  其实关于迪士尼为何没有将福斯影业(现更名:20世纪影业)制作的《新变种人》直接在网络平台推出,网友早有推测两项关键原因。其一是HBO早在迪士尼并购福斯之前,已经与福斯达成交易,授权2年内所有福斯电影的独家首播权,因此如果《新变种人》直接在网络平台推出,将会在HBOmax而不是Disney+,如同迪士尼把赚钱机会拱手让人。其二则是据传迪士尼、福斯并购交易当时,已保证完成或仍在后期制作的任何一部福斯电影都会在电影院上映。<sep>  《新变种人》几天前在SDCC@Home再次证实该片将在8月28日上映,不过《信条》(Tenet)今天宣布预计于8月26日起在全球许多国家上映,目前尚未确定是否再次延期。<sep>  (ETtoday/文)<sep>(责编:Koyo)"
0,威尼斯电影节主竞赛片单 “白寡妇”双片入围,2020年07月29日 15:45,"  新浪娱乐讯 据台湾媒体报道,第77届威尼斯影展公开”主竞赛单元“18部入围影片,《碟中谍6:全面瓦解》饰演”白寡妇“的凡妮莎·柯比共有2部作品《Pieces of a Woman》、《The World to Come》同时入围,将与后者一起演出的《神奇动物在哪里》女主角凯瑟琳·沃特斯顿共同角逐影后,其他对手还有《三块广告牌》奥斯卡影后弗兰西斯·麦克多蒙德新片《Nomadland》、苍井优新片《间谍之妻》(暂译,Wife of a Spy),竞争激烈。<sep>  面对新冠肺炎疫情,今年威尼斯影展仍坚持举办实体影展,延至9月2日开幕,片单数量也有缩减,仅分为”威尼斯77“(主竞赛单元)、”非竞赛单元“以及”地平线单元“3个主要类别,最终由奥斯卡影后凯特·布兰切特(Cate Blanchett)率领的评审团选出今年的最佳影片”金狮奖“得主,今年”终身成就奖“颁给《奇异博士》”古一法师“蒂尔达·斯文顿(Tilda Swinton)获奖。<sep>  除了”主竞赛单元“以外,”非竞赛单元“有香港导演许鞍华新片《第一炉香》、贾樟柯监制、新锐导演王晶新片《不止不休》以及韩国导演朴勋政执导、由严泰九、全汝彬主演新片《天堂之夜》(暂译)受到瞩目。《第一炉香》改编自张爱玲小说,由马思纯、彭于晏、张钧甯、俞飞鸿共同主演,导演许鞍华不仅是首位荣膺”终身成就奖“的华人女导演,如今新片也入围”非竞赛单元“,可谓双喜临门。<sep>  <sep>(责编:小万)"
0,中国导演赵婷《无依之地》入围威尼斯电影节,2020年07月29日 14:30,"  新京报讯 (记者 李妍)7月28日,第77届威尼斯电影节官方单元入围片单揭晓,主竞赛单元会聚了安德烈·康查洛夫斯基、阿莫斯·吉泰、吉安弗兰科·罗西、黑泽清等导演新作。其中单元主竞赛18部影片中有10部是女性导演执导。<sep>  中国导演参赛阵容中,赵婷《无依之地》入围主竞赛,许鞍华<sep>《第一炉香》入围非竞赛单元,青年导演王晶《不止不休》入围地平线单元。<sep>  《无依之地》由赵婷执导,弗兰西斯·麦克多蒙德(美国著名导演乔尔·科恩的妻子)主演,讲述一个60多岁的女人在经济大萧条中失去了一切,她作为一个居住在货车里的现代游牧民,开始了穿越美国西部的旅程。而赵婷也是漫威即将上映电影《永恒族》的导演。<sep>  《不止不休》由贾樟柯<sep>监制,内地青年导演王晶执导,白客<sep>、苗苗<sep>、张颂文<sep>、宋洋<sep>等主演。影片创作灵感来源于真人故事,在2003年北漂背景下,聚焦小人物的内心世界,呈现每个人都会遇到的真实困境。<sep>  《第一炉香》由许鞍华执导,影片改编自张爱玲小说,讲述女学生葛薇龙与花花公子乔琪乔的故事,马思纯<sep>、俞飞鸿<sep>、彭于晏<sep>、张钧甯<sep>等出演。此外,许鞍华导演还获威尼斯终身成就奖,成为全球首位获此奖的女导演。<sep>  据悉,本届威尼斯电影节将于9月2日至9月12日举行。<sep>  <sep>  <sep>  赵婷《无依之地》<sep>  黑泽清《间谍之妻》<sep>  Hilal Baydarov《In Between Dying》<sep>  艾玛·丹特《马卡卢索姐妹》<sep>  莫娜·法斯特欧德《新世界》<sep>  米歇尔·弗兰克《少数人的梦想》<sep>  妮可·加西亚《丽莎·雷德勒》<sep>  阿莫斯·吉泰《Laila in Halfa》<sep>  安德烈·康查洛夫斯基《亲爱的同志》<sep>  马基德·马基迪《Sun Children》<sep>  科尔内利·蒙德鲁措《女人的碎片》<sep>  苏珊娜·尼基亚雷利《马克思小姐》<sep>  Claudio Noce《我们的父亲》<sep>  吉安弗兰科·罗西《夜曲》<sep>  玛高扎塔·施莫夫兹卡《Never Gonna Snow Again》<sep>  Chaitanya Tamhane《The Disciple》<sep>  朱丽亚·冯·海因茨《And Tomorrow The Entire World》<sep>  亚斯米拉·日巴尼奇《Quo Vadis, Aida? 》<sep>  新京报记者 李妍<sep>(责编:Koyo)"
0,《天才游戏》曝光主演阵容 彭昱畅丁禹兮交换人生,2020年07月29日 14:35,"  新京报讯 (记者 李妍)7月29日,电影《天才游戏》发布海报,首度曝光主演阵容。该片由张一白<sep>监制、程亮执导,彭昱畅<sep>、丁禹兮<sep>领衔主演。该片集“悬疑”、“惊悚”元素为一体,讲述身份迥异、命运殊途的刘全龙和陈伦,在因缘际会下开启了一场关于人生交换的冒险之旅。<sep>  该片主演彭昱畅作为新生代演员中的潜力股,曾获得金马奖最佳男主角提名。主演电影《闪光少女》《快把我哥带走》皆有不俗表现。主演丁禹兮也因《传闻中的陈芊芊》《韫色过浓》等作品收获大量关注。<sep>  张一白曾监制《后来的我们》《来电狂响》等作品,也是待映电影《夺冠》的监制之一。导演程亮作品《关于上海的三个短片》曾获第8届First电影展青年电影竞赛单元最佳短片。<sep>(责编:小万)"
0,古天乐梁家辉吴镇宇林家栋齐聚《金钱帝国2》,2020年07月29日 12:30,"  新京报讯(记者 周慧晓婉)7月29日,由古天乐<sep>、梁家辉<sep>、吴镇宇<sep>、林家栋<sep>领衔主演的剧情犯罪电影《金钱帝国:巅峰之战》(原名《金钱帝国2:四大探长》)发布“金涛骇浪”版海报,该片有望在今年内上映。<sep>  据悉,影片讲述了香港廉政公署ICAC成立之初,两位调查员(古天乐、林家栋饰)同毒枭之首伍世豪(梁家辉饰)及总华探长徐乐(吴镇宇饰)斗智斗勇的故事。四大最佳男主角强势集结同台飙戏,正邪对峙一触即发。<sep>  11年前,王晶<sep>执导的影片《金钱帝国》凭借环环相扣的剧情和饱满的人物塑造,成为港片经典。此次王晶携古天乐、梁家辉、吴镇宇、林家栋四大演技派强势归来,将力争展现出香港廉政公署诞生之初的艰难历程。<sep>  新京报记者 周慧晓婉<sep>(责编:Koyo)"
0,洪尚秀《逃跑的女人》9月上映 女主依旧是金敏喜,2020年07月29日 09:35,"  新浪娱乐讯 洪尚秀导演执导,金敏喜主演的电影《逃跑的女人》将于9月上映。<sep>  《逃跑的女人》讲述了结婚后从没有与丈夫分开过的女主人公在丈夫出差时与过去的三个朋友见面而引发的故事,是洪尚秀导演的第24部长篇电影。此前该片受邀参展第70届柏林国际电影节,受到了广泛好评。<sep>  《逃跑的女人》制作公司今天宣布该片将于9月27日上映。吕东垠/文 版权所有Mydaily禁止转载<sep>(责编:肉圆)"
